,CASE#,CHRG_DESC,PREM_DESC,ADDRESS,DATE,TIME,DOW,DIST,CASE_NUM,DIST`,CASE_NU,CASE_#
189,,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,"601 EAST ST, 1",20190919,1720,THU,,19037879.0,7.0,,
190,,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,"117 SHELDON TER, APT1R",20190922,900,SUN,,19038359.0,7.0,,
191,,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,165 SHEFFIELD AVE,20190922,1032,SUN,,19038372.0,7.0,,
192,,FIREARM DISCHARGE (WEAPON LAW,ISOTLRAETEITO/HNI)GHWAY/ALLEYWAY,434 DIXWELL AVE,20190919,2126,THU,,19038030.0,7.0,,
193,,FIREARM DISCHARGE (WEAPON LAW,ISOTLRAETEITO/HNI)GHWAY/ALLEYWAY,24 DAISY ST,20190921,59,SAT,,19038185.0,7.0,,
194,,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,249 WILLOW ST,20190916,1128,MON,,19037503.0,7.0,,
195,,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,412 WHITNEY AVE,20190916,1433,MON,,19037554.0,7.0,,
196,,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,178 COLD SPRING ST,20190917,1813,TUE,,19037721.0,7.0,,
197,,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,107 OGDEN ST,20190918,856,WED,,19037784.0,7.0,,
198,,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,47 DORMAN ST,20190922,1335,SUN,,19038393.0,7.0,,
199,,AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,MIDDLETOWN AVE & FERRY,T20190917,1049,TUE,,19037660.0,8.0,,
200,,BURGLARY-BREAKING & ENTERING,OTHER/UNKNOWN,355 JAMES ST,20190920,1055,FRI,,19038083.0,8.0,,
201,,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,216 GRAND AVE,20190921,2055,SAT,,19038307.0,8.0,,
202,,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,242 GRAND AVE,20190916,1226,MON,,19037534.0,8.0,,
203,,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,238 GRAND AVE,20190917,2103,TUE,,19037756.0,8.0,,
204,,LARCENY-FROM VEHICLE,RESIDENCE/HOME,60 ATWATER ST,20190919,1852,THU,,19038003.0,8.0,,
205,,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,181 POPLAR ST,20190921,945,SAT,,19038213.0,8.0,,
206,,ROBBERY WITH A FIREARM,STREET/HIGHWAY/ALLEYWAY,95 FERRY ST,20190921,1112,SAT,,19038242.0,8.0,,
207,,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,"441 MIDDLETOWN AVE, APT7",20190919,144,THU,,19037905.0,9.0,,
208,,LARCENY-FROM VEHICLE,RESIDENCE/HOME,271 ELAINE TER,20190917,1113,TUE,,19037689.0,9.0,,
209,,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,970 QUINNIPIAC AVE,20190918,819,WED,,19037773.0,9.0,,
210,,MOTOR VEHICLE THEFT (NH STEAL),RESIDENCE/HOME,227 QUINNIPIAC AVE,20190917,1101,TUE,,19037699.0,9.0,,
211,,MOTOR VEHICLE THEFT (NH STEAL),RESIDENCE/HOME,89 SHERLAND AVE,20190919,1949,THU,,19038019.0,9.0,,
212,,AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,BLAKE ST & OSBORN AVE,20190921,231,SAT,,19038194.0,10.0,,
213,,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,142 CRESCENT ST,20190920,850,FRI,,19038067.0,10.0,,
214,,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,977 ELM ST,20190916,1546,MON,,19037557.0,10.0,,
215,,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,75 ROYDON RD,20190918,711,WED,,19037789.0,10.0,,
216,,ROBBERY,BANK/ SAVINGS LOAN,388 WHALLEY AVE,20190919,1217,THU,,19037957.0,10.0,,
217,19028524.0,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,201 ORANGE ST,20190721,517,SUN,1.0,,,,
218,19028243.0,MOTOR VEHICLE THEFT (NH STEAL),RENTAL STORAGE FACILITY,290 STATE ST,20190719,959,FRI,1.0,,,,
219,19028126.0,ROBBERY,STREET/HIGHWAY/ALLEYWAY,66 CHURCH ST,20190718,1305,THU,1.0,,,,
220,19027950.0,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,"518 CENTRAL AVE, 3",20190717,1115,WED,2.0,,,,
221,19028072.0,LARCENY-FROM VEHICLE,RESIDENCE/HOME,173 LAWNCREST RD,20190718,552,THU,2.0,,,,
222,19028085.0,LARCENY-FROM VEHICLE,RESIDENCE/HOME,191 LAWNCREST RD,20190718,928,THU,2.0,,,,
223,19028226.0,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,439 CENTRAL AVE,20190719,857,FRI,2.0,,,,
224,19027581.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,120 VALLEY ST,20190715,829,MON,2.0,,,,
225,19027892.0,ROBBERY,SERVICE/GAS STATION,158 FITCH ST,20190716,2329,TUE,2.0,,,,
226,19028204.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,"173 KIMBERLY AVE, FL02",20190718,2059,THU,3.0,,,,
227,19028031.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,"37 KIMBERLY AVE, FL03",20190717,1836,WED,3.0,,,,
228,19028066.0,FIREARM DISCHARGE (WEAPON LAW VIOLATI,SNT)REET/HIGHWAY/ALLEYWAY,114 LAMBERTON ST,20190718,57,THU,3.0,,,,
229,19028163.0,FORCIBLE RAPE,AUTO DEALERSHIP NEW/USED,470 ELLA T GRASSO BLVD,20190718,1700,THU,3.0,,,,
230,19027831.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,"323 WINTHROP AVE, BSMNT",20190716,1340,TUE,4.0,,,,
231,19028157.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,"1231 ELLA T GRASSO BLVD, FL01",20190718,1804,THU,4.0,,,,
232,19027920.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,VINE ST & LEGION AVE,20190717,912,WED,4.0,,,,
233,19028122.0,ROBBERY,RESIDENCE/HOME,"603 ELM ST, FL01",20190718,1628,THU,4.0,,,,
234,19028317.0,AGGRAVATED ASSAULT,RESIDENCE/HOME,"168 DAVENPORT AVE, APT2LF",20190719,1013,FRI,5.0,,,,
235,19028390.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,22 VINE ST,20190719,2037,FRI,5.0,,,,
236,19028596.0,ROBBERY WITH A FIREARM,CONSTRUCTION SITE,200 DAVENPORT AVE,20190721,2259,SUN,5.0,,,,
237,19027988.0,ROBBERY,STREET/HIGHWAY/ALLEYWAY,GOFFE ST & COUNTY ST,20190717,1540,WED,6.0,,,,
238,19028194.0,AGGRAVATED ASSAULT,RESIDENCE/HOME,"888 WINCHESTER AVE, FL02",20190719,230,FRI,7.0,,,,
239,19027798.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,155 CEDAR HILL AVE,20190716,1234,TUE,7.0,,,,
240,19028124.0,FIREARM DISCHARGE (WEAPON LAW VIOLATI,SNT)REET/HIGHWAY/ALLEYWAY,DAISY ST & GOODYEAR ST,20190718,2326,THU,7.0,,,,
241,19027905.0,FORCIBLE RAPE,RESIDENCE/HOME,"44 BASSETT ST, FL01",20190717,501,WED,7.0,,,,
242,19027585.0,LARCENY-FROM VEHICLE,RESIDENCE/HOME,633 ORANGE ST,20190715,859,MON,7.0,,,,
243,19027748.0,LARCENY-FROM VEHICLE,RESIDENCE/HOME,214 WILLOW ST,20190716,935,TUE,7.0,,,,
244,19027982.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,400 MANSFIELD ST,20190717,1440,WED,7.0,,,,
245,19028095.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,10 LIVINGSTON ST,20190718,1054,THU,7.0,,,,
246,19028478.0,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,889 STATE ST,20190720,1527,SAT,7.0,,,,
247,19027945.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,883 ORANGE ST,20190717,1123,WED,7.0,,,,
248,19028089.0,MOTOR VEHICLE THEFT (NH STEAL),RESIDENCE/HOME,56 CLARK ST,20190718,1005,THU,7.0,,,,
249,19028543.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,706 DIXWELL AVE,20190721,754,SUN,7.0,,,,
250,19028206.0,ROBBERY,STREET/HIGHWAY/ALLEYWAY,VIEW ST & ROCK ST,20190718,2259,THU,7.0,,,,
251,19027635.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,"480 FERRY ST, APT208",20190715,1207,MON,8.0,,,,
252,19028548.0,BURGLARY-BREAKING & ENTERING,RESTAURANT,286 GRAND AVE,20190721,1017,SUN,8.0,,,,
253,19028056.0,INTIMIDATION WITH A WEAPON,RESIDENCE/HOME,480 FERRY ST,20190717,2241,WED,8.0,,,,
254,19028343.0,INTIMIDATION WITH A WEAPON,STREET/HIGHWAY/ALLEYWAY,503 FERRY ST,20190719,1617,FRI,8.0,,,,
255,19027629.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,78 IVES PL,20190716,1100,TUE,8.0,,,,
256,19028076.0,LARCENY-FROM VEHICLE,RESIDENCE/HOME,493 FERRY ST,20190718,620,THU,8.0,,,,
257,19027569.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,E PEARL ST & GRAND AVE,20190715,216,MON,8.0,,,,
258,19027850.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,1 CHAPEL ST,20190716,1746,TUE,8.0,,,,
259,19028083.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,483 FERRY ST,20190718,856,THU,8.0,,,,
260,19028222.0,MOTOR VEHICLE THEFT (NH STEAL),RESIDENCE/HOME,234 POPLAR ST,20190719,638,FRI,8.0,,,,
261,19027720.0,ROBBERY WITH A FIREARM,RESIDENCE/HOME,"101 WOOLSEY ST, FL01",20190715,2235,MON,8.0,,,,
262,19027999.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,171 RUSSELL ST,20190717,1510,WED,9.0,,,,
263,19028607.0,INTIMIDATION WITH A WEAPON,RESIDENCE/HOME,200 QUINNIPIAC AVE,20190721,2230,SUN,9.0,,,,
264,19028061.0,MOTOR VEHICLE THEFT (NH STEAL),RESIDENCE/HOME,3 JACKSON LN,20190718,27,THU,9.0,,,,
265,19028461.0,INTIMIDATION WITH A WEAPON,STREET/HIGHWAY/ALLEYWAY,WHALLEY AVE & WINTHROP AVE,20190720,1207,SAT,10.0,,,,
266,19027780.0,LARCENY-FROM VEHICLE,RESIDENCE/HOME,189 COLONY RD,20190716,1128,TUE,10.0,,,,
267,19028535.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,GLEN RD & NORTON PKY,20190721,151,SUN,10.0,,,,
268,19028094.0,MOTOR VEHICLE THEFT (NH STEAL),RESIDENCE/HOME,233 BLAKE ST,20190718,936,THU,10.0,,,,
269,19027891.0,ROBBERY WITH A FIREARM,STREET/HIGHWAY/ALLEYWAY,104 BROWNELL ST,20190716,2304,TUE,10.0,,,,
270,19043673.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,COURT ST & STATE ST,20191028,2234,MON,1.0,,,,
271,19043822.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,156 GROVE ST,20191030,950,WED,1.0,,,,
272,19044499.0,ASSAULT WITH A FIREARM,STREET/HIGHWAY/ALLEYWAY,VALLEY&HARPER,20191103,2255,SUN,2.0,,,,
273,19043696.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,180 S GENESEE ST,20191029,755,TUE,2.0,,,,
274,19044339.0,BURGLARY-BREAKING & ENTERING,STREET/HIGHWAY/ALLEYWAY,295 CENTRAL AVE,20191102,1121,SAT,2.0,,,,
275,19044348.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,494 VALLEY ST,20191102,1625,SAT,2.0,,,,
276,19044429.0,INTIMIDATION WITH A WEAPON,RESIDENCE/HOME,494 VALLEY ST,20191103,1225,SUN,2.0,,,,
277,19043576.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,17 JUDWIN AVE,20191028,1323,MON,2.0,,,,
278,19043521.0,LARCENY-FROM VEHICLE,RESIDENCE/HOME,20 LONG HILL TER,20191028,735,MON,2.0,,,,
279,19043525.0,LARCENY-FROM VEHICLE,RESIDENCE/HOME,1960 CHAPEL ST,20191028,841,MON,2.0,,,,
280,19043528.0,LARCENY-FROM VEHICLE,RESIDENCE/HOME,55 BENTON ST,20191028,832,MON,2.0,,,,
281,19043538.0,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,400 BLAKE ST,20191028,848,MON,2.0,,,,
282,19043587.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,908 WHALLEY AVE,20191028,1515,MON,2.0,,,,
283,19043721.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,249 FITCH ST,20191029,1327,TUE,2.0,,,,
284,19043844.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,259 KNOLLWOOD DR,20191030,1130,WED,2.0,,,,
285,19043974.0,BURGLARY-BREAKING & ENTERING,SERVICE/GAS STATION,465 ELLA T GRASSO BLVD,20191031,611,THU,3.0,,,,
286,19044396.0,FIREARM DISCHARGE (WEAPON LAW VIOLATIO,S)TREET/HIGHWAY/ALLEYWAY,165 ROSETTE ST,20191103,504,SUN,3.0,,,,
287,19043938.0,BURGLARY-BREAKING & ENTER,RNEGSIDENCE/HOME,"706 GEORGE ST, FL01",20191030,1839,WED,4.0,,,,
288,19043776.0,INTIMIDATION WITH A WEAPON,RESIDENCE/HOME,"536 ELM ST, APTF",20191029,1948,TUE,4.0,,,,
289,19043790.0,INTIMIDATION WITH A WEAPON,STREET/HIGHWAY/ALLEYWAY,106 KENSINGTON ST,20191029,2205,TUE,4.0,,,,
290,19043701.0,MOTOR VEHICLE THEFT (NH ST,ASTLR) EET/HIGHWAY/ALLEYWAY,HOWE ST & CHAPEL ST,20191029,915,TUE,4.0,,,,
291,19044090.0,MOTOR VEHICLE THEFT (NH ST,ARLE)STAURANT,89 HOWE ST,20191031,2010,THU,4.0,,,,
292,19043680.0,ROBBERY WITH A FIREARM,STREET/HIGHWAY/ALLEYWAY,KENSINGTON ST & CHAPEL ST,20191029,155,TUE,4.0,,,,
293,19044064.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,161 PARK ST,20191031,1725,THU,4.0,,,,
294,19043699.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,CHAPEL ST & YORK ST,20191029,949,TUE,4.0,,,,
295,19043803.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,"139 WEST ST, FL02",20191030,629,WED,5.0,,,,
296,19044414.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,36 AUBURN ST,20191103,923,SUN,5.0,,,,
297,19043687.0,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,255 GOFFE ST,20191029,810,TUE,6.0,,,,
298,19044208.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALL,Y23W FARYANCES HUNTER,2R0191101,1722,FRI,6.0,,,,
299,19043585.0,MOTOR VEHICLE THEFT (NH STEAL),PARKING LOT / GARAGE,45 DIXWELL AVE,20191029,924,TUE,6.0,,,,
300,19043535.0,BURGLARY-BREAKING & ENTERING,STREET/HIGHWAY/ALLEYWAY,703 WHITNEY AVE,20191028,855,MON,7.0,,,,
301,19043627.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,"48 LINDEN ST, APT1",20191028,1657,MON,7.0,,,,
302,19043916.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,"180 CEDAR HILL AVE, FL",320191030,1950,WED,7.0,,,,
303,19044418.0,BURGLARY-BREAKING & ENTERING,COMMERCIAL/OFFICE BLDG,981 STATE ST,20191103,919,SUN,7.0,,,,
304,19044444.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,232 NEWHALL ST,20191103,1352,SUN,7.0,,,,
305,19044462.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,240 LIVINGSTON ST,20191103,1639,SUN,7.0,,,,
306,19043601.0,FIREARM DISCHARGE (WEAPON LAW,VSTIORLEAETI/OHNIG)HWAY/ALLEYWAY,374 DIXWELL AVE,20191028,1616,MON,7.0,,,,
307,19043872.0,INTIMIDATION WITH A WEAPON,STREET/HIGHWAY/ALLEYWAY,LINCOLN ST & BRADLEY,S2T0191030,1351,WED,7.0,,,,
308,19044240.0,INTIMIDATION WITH A WEAPON,STREET/HIGHWAY/ALLEYWAY,61 SHEFFIELD AVE,20191101,1933,FRI,7.0,,,,
309,19044424.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,68 CANNER ST,20191103,1008,SUN,7.0,,,,
310,19043542.0,MOTOR VEHICLE THEFT (NH STEAL),RESIDENCE/HOME,765 WHITNEY AVE,20191028,1026,MON,7.0,,,,
311,19044240.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,61 SHEFFIELD AVE,20191101,1933,FRI,7.0,,,,
312,19043513.0,BURGLARY-BREAKING & ENTERI,CGONVENIENCE STORE,70 GRAND AVE,20191028,223,MON,8.0,,,,
313,19043855.0,FIREARM DISCHARGE (WEAPON L,SWTR VEIEOTL/HAITGIOHNW)AY/ALLEYWAY,267 LLOYD ST,20191030,1151,WED,8.0,,,,
314,19043647.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,"79 PIERPONT ST, FL01",20191028,1844,MON,8.0,,,,
315,19043712.0,MOTOR VEHICLE THEFT (NH STE,LST) REET/HIGHWAY/ALLEYWAY,166 FERRY ST,20191029,1206,TUE,8.0,,,,
316,19044416.0,MOTOR VEHICLE THEFT (NH STE,LST) REET/HIGHWAY/ALLEYWAY,59 CLAY ST,20191103,906,SUN,8.0,,,,
317,19043588.0,ROBBERY,STREET/HIGHWAY/ALLEYWAY,POPLAR ST & GRAND AVE,20191028,1420,MON,8.0,,,,
318,19043965.0,ROBBERY,STREET/HIGHWAY/ALLEYWAY,"46 WALNUT ST, FL02",20191030,2337,WED,8.0,,,,
319,19043968.0,ROBBERY,STREET/HIGHWAY/ALLEYWAY,LOMBARD ST & BLATCHLEY AVE,20191031,49,THU,8.0,,,,
320,19044175.0,ROBBERY,STREET/HIGHWAY/ALLEYWAY,"279 LOMBARD ST, FL01",20191101,1156,FRI,8.0,,,,
321,19044094.0,ROBBERY WITH A FIREARM,SPECIALITY STORE,85 GRAND AVE,20191031,1948,THU,8.0,,,,
322,19043789.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,91 SHERLAND AVE,20191029,2119,TUE,9.0,,,,
323,19044076.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,433 LEXINGTON AVE,20191031,1813,THU,9.0,,,,
324,19043633.0,INTIMIDATION WITH A WEAPON,RESIDENCE/HOME,576 RUSSELL ST,20191028,1804,MON,9.0,,,,
325,19044244.0,INTIMIDATION WITH A WEAPON,RESIDENCE/HOME,351 CONCORD ST,20191101,1603,FRI,9.0,,,,
326,19043563.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,MIDDLETOWN AVENUE,20191028,1235,MON,9.0,,,,
327,19044287.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,135 ROGER WHITE DR,20191102,928,SAT,10.0,,,,
328,19044401.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,"104 BLAKE ST, APT02",20191103,245,SUN,10.0,,,,
329,19044426.0,FIREARM DISCHARGE (WEAPON LAW V,SOTLRAETEIOT/NH)IGHWAY/ALLEYWAY,543 WHALLEY AVE,20191103,1141,SUN,10.0,,,,
330,19043981.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,5 ROYDON RD,20191031,812,THU,10.0,,,,
331,19044410.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,77 DICKERMAN ST,20191103,814,SUN,10.0,,,,
332,19044245.0,MOTOR VEHICLE THEFT (NH STEAL),PARKING LOT / GARAGE,480 SHERMAN PKY,20191101,2126,FRI,10.0,,,,
333,20007003.0,ROBBERY,DRUG STORE/DR`S OFFICE/HOSPIT,123 CHURCH ST,20200209,1259,SUN,1.0,,,,
334,20006462.0,BURGLARY-BREAKING & ENTERING,OTHER/UNKNOWN,827 WHALLEY AVE,20200206,908,THU,2.0,,,,
335,20006013.0,FIREARM DISCHARGE (WEAPON LAW V,SOTLRAETEITO/NH)IGHWAY/ALLEYWAY,214 W ROCK AVE,20200203,2139,MON,2.0,,,,
336,20005850.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,230 PORTSEA ST,20200203,812,MON,3.0,,,,
337,20005875.0,LARCENY-FROM VEHICLE,RESIDENCE/HOME,44 CEDAR ST,20200203,1017,MON,3.0,,,,
338,20006734.0,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,164 ROSETTE ST,20200207,1837,FRI,3.0,,,,
339,20006173.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,40 KIMBERLY AVE,20200204,2215,TUE,3.0,,,,
340,20005953.0,ROBBERY,STREET/HIGHWAY/ALLEYWAY,428 COLUMBUS AVE,20200203,1252,MON,3.0,,,,
341,20006869.0,ROBBERY WITH A FIREARM,STREET/HIGHWAY/ALLEYWAY,40 ADELINE ST,20200208,1614,SAT,3.0,,,,
342,20006987.0,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,100 YORK ST,20200209,1021,SUN,4.0,,,,
343,20006318.0,LARCENY-FROM VEHICLE,COMMERCIAL/OFFICE BLDG,502 ORCHARD ST,20200205,1347,WED,4.0,,,,
344,20006816.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,37 STANLEY ST,20200208,831,SAT,4.0,,,,
345,20006279.0,MOTOR VEHICLE THEFT (NH ST,APAL)RKING LOT / GARAGE,69 IRVING ST,20200205,1148,WED,4.0,,,,
346,20006647.0,MOTOR VEHICLE THEFT (NH ST,ASTLR) EET/HIGHWAY/ALLEYWAY,"794 GEORGE ST, APTD",20200207,1047,FRI,4.0,,,,
347,20006794.0,ASSAULT WITH A FIREARM,PARKING LOT / GARAGE,914 HOWARD AVE,20200208,5,SAT,5.0,,,,
348,20005961.0,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,20 YORK ST,20200203,1654,MON,5.0,,,,
349,20006109.0,MOTOR VEHICLE THEFT (NH STEAL),PARKING LOT / GARAGE,322 DAVENPORT AVE,20200204,1629,TUE,5.0,,,,
350,20006422.0,MOTOR VEHICLE THEFT (NH STEAL),PARKING LOT / GARAGE,874 HOWARD AVE,20200205,2340,WED,5.0,,,,
351,20006845.0,FIREARM DISCHARGE (WEAPON LAW,VSTIORLEAETI/OHNIG)HWAY/ALLEYWAY,30 GRACE ST,20200208,1324,SAT,7.0,,,,
352,20006788.0,FIREARM DISCHARGE (WEAPON LAW,VSTIORLEAETI/OHNIG)HWAY/ALLEYWAY,STATE ST & MAY ST,20200207,2322,FRI,7.0,,,,
353,20006311.0,INTIMIDATION WITH A WEAPON,RESIDENCE/HOME,"370 MANSFIELD ST, APT",320200205,1335,WED,7.0,,,,
354,20006829.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,389 NEWHALL ST,20200208,1134,SAT,7.0,,,,
355,20006168.0,ROBBERY,STREET/HIGHWAY/ALLEYWAY,81 LIVINGSTON ST,20200205,36,WED,7.0,,,,
356,20006597.0,BURGLARY-BREAKING & ENTERI,SGPECIALITY STORE,523 FERRY ST,20200207,257,FRI,8.0,,,,
357,20007016.0,BURGLARY-BREAKING & ENTERI,RGESIDENCE/HOME,314 LOMBARD ST,20200209,1449,SUN,8.0,,,,
358,20006662.0,FIREARM DISCHARGE (WEAPON L,RWES VIDIOELNACTEI/OHNO)ME,35 DEL RIO DR,20200207,1143,FRI,8.0,,,,
359,20006598.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,244 LOMBARD ST,20200207,317,FRI,8.0,,,,
360,20005868.0,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,637 FERRY ST,20200203,950,MON,8.0,,,,
361,20006064.0,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,"387 GRAND AVE, B",20200204,1014,TUE,8.0,,,,
362,20006579.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,256 BLATCHLEY AVE,20200206,2058,THU,8.0,,,,
363,20006997.0,ROBBERY,STREET/HIGHWAY/ALLEYWAY,325 FERRY ST,20200209,1205,SUN,8.0,,,,
364,20006745.0,BURGLARY-BREAKING & ENTERING,SERVICE/GAS STATION,125 FOXON BLVD,20200207,1830,FRI,9.0,,,,
365,20006410.0,INTIMIDATION WITH A WEAPON,RESIDENCE/HOME,109 ESSEX ST,20200205,2127,WED,9.0,,,,
366,20006072.0,MOTOR VEHICLE THEFT (NH STEAL),PARKING LOT / GARAGE,510 WOODWARD AVE,20200204,1052,TUE,9.0,,,,
367,20006967.0,ASSAULT WITH A FIREARM,RESIDENCE/HOME,342 SHERMAN AVE,20200209,544,SUN,10.0,,,,
368,20006092.0,LARCENY-FROM VEHICLE,RESIDENCE/HOME,562 WINTHROP AVE,20200204,1444,TUE,10.0,,,,
369,20005919.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,53 OSBORN AVE,20200203,1252,MON,10.0,,,,
370,20006044.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,88 DIAMOND ST,20200204,824,TUE,10.0,,,,
371,20006622.0,MOTOR VEHICLE THEFT (NH STEAL),PARKING LOT / GARAGE,"722 ELM ST, FL01",20200207,823,FRI,10.0,,,,
372,19047886.0,AGGRAVATED ASSAULT,RESIDENCE/HOME,"226 FOUNTAIN ST, APT608",20191128,2059,THU,2.0,,,,
373,19048000.0,BURGLARY-BREAKING & ENTERING,HOTEL/MOTEL/ETC,"45 POND LILY AVE, RM108",20191129,927,FRI,2.0,,,,
374,19048236.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,29 LODGE ST,20191130,2214,SAT,2.0,,,,
375,19047659.0,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,86 S GENESEE ST,20191126,1348,TUE,2.0,,,,
376,19047880.0,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,"243 FOUNTAIN ST, APT1",20191129,1923,FRI,2.0,,,,
377,19048138.0,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,6 LODGE ST,20191130,928,SAT,2.0,,,,
378,19047459.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,252 DERBY AVE,20191125,930,MON,2.0,,,,
