CHRG_DESC,PREM_DESC,ADDRESS,LAT_LONG,DATETIME,DOW,DISTRICT,CASE_NUMBER
ROBBERY,STREET/HIGHWAY/ALLEYWAY,297 POPLAR ST,"41.3099256, -72.8971225",2019-10-27T04:14:00Z,SUN,8,19043414
BURGLARY,RESIDENCE/HOME,661 MIDDLETOWN AVE,"41.3332965, -72.8712992",2019-10-22T05:02:00Z,TUE,9,19042580
BURGLARY,RESIDENCE/HOME,70 E GRAND AVE,"41.3078383, -72.8848817",2019-10-25T19:27:00Z,FRI,9,19043071
LARCENY,STREET/HIGHWAY/ALLEYWAY,54 HALL ST,"41.2732322, -72.8945844",2019-10-22T08:47:00Z,TUE,9,19042590
LARCENY,PARKING LOT/GARAGE,444 EASTERN ST,"41.318743, -72.8716673",2019-10-25T07:20:00Z,FRI,9,19043095
LARCENY,PARKING LOT/GARAGE,448 EASTERN ST,"41.3188381, -72.87165569999999",2019-10-25T08:06:00Z,FRI,9,19043097
MOTOR VEHICLE THEFT,RESIDENCE/HOME,60 FARREN AVE,"41.2961709, -72.8932231",2019-10-26T14:12:00Z,SAT,9,19043314
ROBBERY,RESTAURANT,36 E GRAND AVE,"41.3084467, -72.8861854",2019-10-21T23:52:00Z,MON,9,19042572
ROBBERY,RESIDENCE/HOME,227 QUINNIPIAC AVE,"41.2969475, -72.89082340000002",2019-10-23T15:42:00Z,WED,9,19042831
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,891 ELM ST,"41.3183144, -72.95119989999999",2019-10-26T21:03:00Z,SAT,10,19043365
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,201 W PARK AVE,"41.3208808, -72.9547996",2019-10-22T07:27:00Z,TUE,10,19042585
BURGLARY,RESIDENCE/HOME,32 YOUNG ST,"41.3222593, -72.9521161",2019-10-24T14:52:00Z,THU,10,19043015
LARCENY,STREET/HIGHWAY/ALLEYWAY,78 WILLIAM ST,"41.3092398, -72.9171034",2019-10-16T11:24:00Z,WED,1,19041721
LARCENY,STREET/HIGHWAY/ALLEYWAY,844 GRAND AVE,"41.3075669, -72.9168727",2019-10-17T09:29:00Z,THU,1,19041843
LARCENY,STREET/HIGHWAY/ALLEYWAY,CROWN ST & HIGH ST,"41.3066758, -72.9312132",2019-10-20T12:00:00Z,SUN,1,19042286
LARCENY,RESIDENCE/HOME,200 WHITTIER RD,"41.3164692, -72.9774051",2019-10-14T07:18:00Z,MON,2,19041380
LARCENY,STREET/HIGHWAY/ALLEYWAY,57 VICTORY DR,"41.3376715, -72.9718231",2019-10-15T09:11:00Z,TUE,2,19041561
LARCENY,PARKING LOT/GARAGE,86 SPRINGSIDE AVE,"41.3312223, -72.9578214",2019-10-16T04:12:00Z,WED,2,19041699
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,59 S GENESEE ST,"41.335832, -72.97317319999999",2019-10-17T07:00:00Z,THU,2,19041824
LARCENY,PARKING LOT/GARAGE,698 WASHINGTON AVE,"41.2924852, -72.9398617",2019-10-17T14:59:00Z,THU,3,19041917
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,121 KIMBERLY AVE,"41.2891216, -72.9348571",2019-10-14T16:06:00Z,MON,3,19041492
LARCENY,STREET/HIGHWAY/ALLEYWAY,CHAPEL ST & DWIGHT ST,"41.30963970000001, -72.93693189999999",2019-10-17T11:58:00Z,THU,4,19041883
LARCENY,STREET/HIGHWAY/ALLEYWAY,408 CROWN ST,"41.3082118, -72.9357218",2019-10-20T01:49:00Z,SUN,4,19042262
MOTOR VEHICLE THEFT,COMMERCIAL/OFFICE BLDG,116 WHALLEY AVE,"41.3142242, -72.9364892",2019-10-14T08:52:00Z,MON,4,19041393
LARCENY,PARKING LOT/GARAGE,1 PARK ST,"41.3043831, -72.936538",2019-10-17T22:49:00Z,THU,5,19041972
LARCENY,STREET/HIGHWAY/ALLEYWAY,322 DAVENPORT AVE,"41.2996364, -72.9440048",2019-10-17T23:07:00Z,THU,5,19041975
LARCENY,STREET/HIGHWAY/ALLEYWAY,886 CONGRESS AVE,"41.2982248, -72.9453992",2019-10-18T13:14:00Z,FRI,5,19042030
BURGLARY,RESIDENCE/HOME,68 HENRY ST,"41.3208929, -72.9326176",2019-10-19T08:55:00Z,SAT,6,19042155
BURGLARY,PARKING LOT/GARAGE,630 WHITNEY AVE,"41.3277606, -72.9154423",2019-10-16T13:30:00Z,WED,7,19041756
BURGLARY,CONSTRUCTION SITE,703 WHITNEY AVE,"41.3294509, -72.91362629999999",2019-10-15T13:49:00Z,TUE,7,19041623
BURGLARY,RESIDENCE/HOME,182 FOSTER ST,"41.3216256, -72.9091667",2019-10-17T18:35:00Z,THU,7,19041920
BURGLARY,RESIDENCE/HOME,178 FOSTER ST,"41.3215565, -72.90921279999999",2019-10-17T22:25:00Z,THU,7,19041969
BURGLARY,RESIDENCE/HOME,237 E ROCK RD,"41.3317178, -72.9180494",2019-10-18T12:20:00Z,FRI,7,19042027
BURGLARY,COMMERCIAL/OFFICE BLDG,660 WINCHESTER AVE,"41.3290768, -72.92695479999999",2019-10-19T20:36:00Z,SAT,7,19042232
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,101 BASSETT ST,"41.3315531, -72.9295272",2019-10-18T16:21:00Z,FRI,7,19042044
LARCENY,STREET/HIGHWAY/ALLEYWAY,400 CANNER ST,"41.3247377, -72.92227860000001",2019-10-17T08:27:00Z,THU,7,19021612
LARCENY,STREET/HIGHWAY/ALLEYWAY,667 WHITNEY AVE,"41.3286478, -72.914407",2019-10-15T07:23:00Z,TUE,7,19041557
LARCENY,STREET/HIGHWAY/ALLEYWAY,820 ORANGE ST,"41.3228912, -72.9114739",2019-10-19T08:56:00Z,SAT,7,19042156
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,342 EXCHANGE ST,"41.306698, -72.9024294",2019-10-14T08:24:00Z,MON,8,19041384
LARCENY,RESIDENCE/HOME,243 WALLACE ST,"41.3116297, -72.9105256",2019-10-18T05:47:00Z,FRI,8,19041989
ROBBERY,STREET/HIGHWAY/ALLEYWAY,291 FERRY ST,"41.3078564, -72.8949678",2019-10-15T21:49:00Z,TUE,8,19041683
ROBBERY,CONVENIENCE STORE,267 GRAND AVE,"41.308938, -72.897814",2019-10-19T22:37:00Z,SAT,8,19042242
ROBBERY,RESIDENCE/HOME,32 WOLCOTT ST,"41.3063309, -72.89616199999999",2019-10-20T02:41:00Z,SUN,8,19042266
BURGLARY,RESIDENCE/HOME,669 WOODWARD AVE,"41.2868678, -72.8950459",2019-10-17T17:09:00Z,THU,9,19041947
BURGLARY,STREET/HIGHWAY/ALLEYWAY,HEMINGWAY ST & RUSSELL ST,"41.3141905, -72.8746468",2019-10-20T09:27:00Z,SUN,9,19042280
LARCENY,STREET/HIGHWAY/ALLEYWAY,326 ROSEWOOD AVE,"41.3131942, -72.8761559",2019-10-16T15:46:00Z,WED,9,19041769
LARCENY,RESIDENCE/HOME,120 HEMINGWAY ST,"41.3142881, -72.8750632",2019-10-17T13:06:00Z,THU,9,19041922
LARCENY,STREET/HIGHWAY/ALLEYWAY,36 CLIFTON ST,"41.3089111, -72.88368539999999",2019-10-20T09:19:00Z,SUN,9,19042279
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,222 SHERMAN AVE,"41.3137299, -72.9438904",2019-10-15T05:29:00Z,TUE,10,19041551
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,1745 ELLA T GRASSO BLVD,"41.3263168, -72.9464623",2019-10-18T17:13:00Z,FRI,10,19038167
ROBBERY,GROCERY/SUPERMARKET,675 ELM ST,"41.3156487, -72.94369999999999",2019-10-14T08:44:00Z,MON,10,19041386
ROBBERY,STREET/HIGHWAY/ALLEYWAY,461 EDGEWOOD AVE,"41.3154458, -72.9503892",2019-10-15T02:25:00Z,TUE,10,19041544
BURGLARY,RESIDENCE/HOME,267 ORANGE ST,"41.307987, -72.92207499999999",2019-11-12T19:37:00Z,TUE,1,19045780
LARCENY,PARKING LOT/GARAGE,47 COURT ST,"41.3054267, -72.9204843",2019-11-11T22:28:00Z,MON,1,19045628
BURGLARY,SERVICE/GAS STATION,1474 WHALLEY AVE,"41.33524370000001, -72.9768977",2019-11-12T02:25:00Z,TUE,2,19045642
BURGLARY,RESIDENCE/HOME,219 FITCH ST,"41.328919, -72.95106249999999",2019-11-13T19:02:00Z,WED,2,19045947
LARCENY,PARKING LOT/GARAGE,879 WHALLEY AVE,"41.3267992, -72.9595688",2019-11-13T15:31:00Z,WED,2,19045893
MOTOR VEHICLE THEFT,CONVENIENCE STORE,112 AMITY RD,"41.3370591, -72.9814336",2019-11-11T15:31:00Z,MON,2,19045583
MOTOR VEHICLE THEFT,CONVENIENCE STORE,1296 WHALLEY AVE,"41.3309361, -72.9733511",2019-11-17T19:50:00Z,SUN,2,19046454
LARCENY,PARKING LOT/GARAGE,200 HARBOUR CLOSE,"41.2812028, -72.9323881",2019-11-12T13:09:00Z,TUE,3,19045711
ROBBERY,STREET/HIGHWAY/ALLEYWAY,46 KIMBERLY AVE,"41.2908483, -72.93338589999999",2019-11-15T19:15:00Z,FRI,3,19046259
LARCENY,STREET/HIGHWAY/ALLEYWAY,50 HOWE ST,"41.30907699999999, -72.936178",2019-11-15T09:56:00Z,FRI,4,19046180
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE,574 GEORGE ST,"41.3087161, -72.9410857",2019-11-11T14:58:00Z,MON,4,19045562
AGGRAVATED ASSAULT,PARKING LOT/GARAGE,281 DAVENPORT AVE,"41.300809, -72.9431649",2019-11-16T19:59:00Z,SAT,5,19046361
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,READ ST & NEWHALL ST,"41.3327763, -72.9272711",2019-11-11T22:41:00Z,MON,7,19045617
BURGLARY,PARKING LOT/GARAGE,99 LINDEN ST,"41.3219104, -72.9131582",2019-11-12T08:08:00Z,TUE,7,19045654
BURGLARY,RESIDENCE/HOME,16 EDWARDS ST,"41.31586799999999, -72.91035509999999",2019-11-15T01:27:00Z,FRI,7,19046154
FIREARM DISCHARGE,PARKING LOT/GARAGE,170 SHELTON AVE,"41.3273819, -72.9331268",2019-11-13T22:08:00Z,WED,7,19045961
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,211 SHELTON AVE,"41.328534, -72.9323792",2019-11-14T16:07:00Z,THU,7,19046080
LARCENY,STREET/HIGHWAY/ALLEYWAY,133 BISHOP ST,"41.3170274, -72.9148347",2019-11-13T18:28:00Z,WED,7,19045927
LARCENY,STREET/HIGHWAY/ALLEYWAY,51 AVON ST,"41.3205005, -72.9120276",2019-11-16T07:39:00Z,SAT,7,19046306
LARCENY,STREET/HIGHWAY/ALLEYWAY,74 CANNER ST,"41.3229239, -72.9106894",2019-11-17T01:14:00Z,SUN,7,19046404
LARCENY,RESIDENCE/HOME,178 LINDEN ST,"41.3225183, -72.9164503",2019-11-17T12:00:00Z,SUN,7,19046419
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,862 ORANGE ST,"41.3240522, -72.91059709999999",2019-11-12T14:43:00Z,TUE,7,19045720
ROBBERY,STREET/HIGHWAY/ALLEYWAY,NEWHALL ST & LANDER,"41.3341078, -72.9270351",2019-11-16T04:14:00Z,SAT,7,19046300
BURGLARY,RESIDENCE/HOME,165 JAMES ST,"41.30708310000001, -72.90270629999999",2019-11-11T10:50:00Z,MON,8,19045535
BURGLARY,RESIDENCE/HOME,165 JAMES ST,"41.30708310000001, -72.90270629999999",2019-11-12T13:10:00Z,TUE,8,19045715
LARCENY,STREET/HIGHWAY/ALLEYWAY,54 CHAMBERS ST,"41.3057414, -72.8929162",2019-11-15T08:31:00Z,FRI,8,19046185
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,185 ENGLISH ST,"41.3169721, -72.8952316",2019-11-11T17:16:00Z,MON,8,19045597
ROBBERY,PARKING LOT/GARAGE,240 CLINTON AVE,"41.3165853, -72.8926001",2019-11-17T21:33:00Z,SUN,8,19046437
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,E FERRY ST & FARREN AVE,"41.300708, -72.8919781",2019-11-11T18:34:00Z,MON,9,19045609
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,51 FARREN AVE,"41.2957901, -72.8926001",2019-11-13T23:36:00Z,WED,9,19045966
BURGLARY,RESIDENCE/HOME,35 HOWARD ST,"41.3048691, -72.88368369999999",2019-11-13T13:48:00Z,WED,9,19045897
BURGLARY,RESIDENCE/HOME,171 RUSSELL ST,"41.2977424, -72.8832061",2019-11-13T14:01:00Z,WED,9,19045894
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,51 FARREN AVE,"41.2957901, -72.8926001",2019-11-13T23:36:00Z,WED,9,19045966
LARCENY,STREET/HIGHWAY/ALLEYWAY,100 HEMINGWAY ST,"41.3144066, -72.87596309999999",2019-11-14T18:57:00Z,THU,9,19046115
LARCENY,RESIDENCE/HOME,177 LEXINGTON AVE,"41.3026887, -72.8861393",2019-11-11T03:25:00Z,MON,9,19045474
LARCENY,RESIDENCE/HOME,585 QUINNIPIAC AVE,"41.3061599, -72.8872937",2019-11-11T17:55:00Z,MON,9,19045602
LARCENY,SCHOOL-PRESCHOOL THRU 12TH,185 BARNES AVE,"41.3234432, -72.87803989999999",2019-11-13T19:31:00Z,WED,9,19045940
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,100 HEMINGWAY ST,"41.3144066, -72.87596309999999",2019-11-14T18:57:00Z,THU,9,19046115
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,83 HIGHVIEW LN,"41.3019671, -72.878008",2019-11-13T13:20:00Z,WED,9,19045876
MOTOR VEHICLE THEFT,RESIDENCE/HOME,167 OLD FOXON RD,"41.3192747, -72.86893859999999",2019-11-15T20:36:00Z,FRI,9,19046272
BURGLARY,RESIDENCE/HOME,293 NORTON ST,"41.3190521, -72.9449562",2019-11-13T10:52:00Z,WED,10,19045848
LARCENY,RESIDENCE/HOME,695 ELM ST,"41.3158271, -72.94442389999999",2019-11-14T17:30:00Z,THU,10,19046079
LARCENY,STREET/HIGHWAY/ALLEYWAY,693 ELM ST,"41.3158985, -72.9443264",2019-11-14T12:59:00Z,THU,10,19046078
ROBBERY,BANK,388 WHALLEY AVE,"41.3177182, -72.9463255",2019-11-13T15:17:00Z,WED,10,19045883
BURGLARY,RESIDENCE/HOME,152 TEMPLE ST,"41.30591039999999, -72.9278777",2019-07-09T11:49:00Z,TUE,1,19026643
LARCENY,PARKING LOT/GARAGE,284 ORANGE ST,"41.30860759999999, -72.92226579999999",2019-07-10T20:01:00Z,WED,1,19026722
BURGLARY,RESIDENCE/HOME,31 LEVEL ST,"41.3439366, -72.96235709999999",2019-07-11T06:52:00Z,THU,2,19026924
BURGLARY,RESIDENCE/HOME,66 VISTA TER,"41.3245764, -72.97034690000001",2019-07-13T16:07:00Z,SAT,2,19027368
FIREARM DISCHARGE,RESIDENCE/HOME,6 CATHERINE WAY,"41.3444227, -72.9543997",2019-07-11T12:14:00Z,THU,2,19026997
LARCENY,STREET/HIGHWAY/ALLEYWAY,116 S GENESEE ST,"41.3365207, -72.973918",2019-07-09T12:22:00Z,TUE,2,19026627
LARCENY,PARKING LOT/GARAGE,843 WHALLEY AVE,"41.3262969, -72.958675",2019-07-08T18:16:00Z,MON,2,19026564
LARCENY,RESIDENCE/HOME,247 ALDEN AVE,"41.3228685, -72.9638597",2019-07-08T21:56:00Z,MON,2,19026579
LARCENY,RESIDENCE/HOME,345 MCKINLEY AVE,"41.32553739999999, -72.9638882",2019-07-10T11:21:00Z,WED,2,19026782
LARCENY,RESIDENCE/HOME,42 MCKINLEY AVE,"41.3179107, -72.96808639999999",2019-07-14T21:20:00Z,SUN,2,19027555
MOTOR VEHICLE THEFT,RESIDENCE/HOME,49 GREEN HILL TER,"41.3316472, -72.98104950000001",2019-07-12T11:13:00Z,FRI,2,19027122
MOTOR VEHICLE THEFT,RESIDENCE/HOME,23 VICTORY DR,"41.3354091, -72.9706891",2019-07-10T13:46:00Z,WED,2,19026809
AGGRAVATED ASSAULT,RESIDENCE/HOME,26 HALLOCK AVE,"41.2837588, -72.9291465",2019-07-08T00:31:00Z,MON,3,19026445
BURGLARY,RESIDENCE/HOME,143 LAMBERTON ST,"41.2907767, -72.93745179999999",2019-07-14T22:02:00Z,SUN,3,19027561
LARCENY,STREET/HIGHWAY/ALLEYWAY,98 UNION AVE,"41.2973809, -72.927253",2019-07-09T09:48:00Z,TUE,3,19026635
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,269 GREENWICH AVE,"41.2865764, -72.932261",2019-07-13T03:30:00Z,SAT,3,19027278
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,284 WHALLEY AVE,"41.316283, -72.94207800000001",2019-07-11T12:17:00Z,THU,4,19026970
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,52 HOWE ST,"41.3091097, -72.9359076",2019-07-10T01:22:00Z,WED,4,19026733
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,88 DAGGETT ST,"41.3002845, -72.9375902",2019-07-12T23:26:00Z,FRI,5,19027258
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,SHELTON AVE & READ ST,"41.3335171, -72.9308868",2019-07-11T21:25:00Z,THU,7,19027084
BURGLARY,RESIDENCE/HOME,381 HUNTINGTON ST,"41.3319128, -72.9267011",2019-07-12T03:17:00Z,FRI,7,19027101
INTIMIDATION WITH A WEAPON,RESIDENCE/HOME,83 DIVISION ST,"41.3256388, -72.9266318",2019-07-14T23:34:00Z,SUN,7,19027562
LARCENY,PARKING LOT/GARAGE,59 TRUMBULL ST,"41.3129739, -72.920793",2019-07-09T17:55:00Z,TUE,7,19026700
LARCENY,RESIDENCE/HOME,196 FOSTER ST,"41.3218866, -72.9090051",2019-07-09T11:40:00Z,TUE,7,19026623
LARCENY,STREET/HIGHWAY/ALLEYWAY,264 NEWHALL ST,"41.33093100000001, -72.92819",2019-07-10T11:50:00Z,WED,7,19026804
LARCENY,RESIDENCE/HOME,540 WHITNEY AVE,"41.32541639999999, -72.91654969999999",2019-07-12T11:33:00Z,FRI,7,19027131
LARCENY,PARKING LOT/GARAGE,185 EDWARDS ST,"41.3187573, -72.91558069999999",2019-07-12T13:42:00Z,FRI,7,19027188
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,138 HAZEL ST,"41.32867900000001, -72.931927",2019-07-08T18:55:00Z,MON,7,19026570
ROBBERY,STREET/HIGHWAY/ALLEYWAY,29 ELD ST,"41.3135188, -72.91667",2019-07-14T21:13:00Z,SUN,7,19027550
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,PECK ST & BLATCHLEY AVE,"41.3155649, -72.90089789999999",2019-07-13T19:07:00Z,SAT,8,19027386
BURGLARY,RESIDENCE/HOME,338 FRONT ST,"41.3159345, -72.88733909999999",2019-07-08T10:26:00Z,MON,8,19026490
BURGLARY,RESIDENCE/HOME,227 LLOYD ST,"41.308189, -72.90061299999999",2019-07-09T09:57:00Z,TUE,8,19026506
BURGLARY,RESIDENCE/HOME,620 FERRY ST,"41.3167055, -72.8976302",2019-07-11T17:36:00Z,THU,8,19027043
BURGLARY,RESIDENCE/HOME,153 POPLAR ST,"41.3059512, -72.8963246",2019-07-13T11:04:00Z,SAT,8,19027302
INTIMIDATION WITH A WEAPON,RESIDENCE/HOME,272 PECK ST,"41.315751, -72.89838999999999",2019-07-13T23:04:00Z,SAT,8,19027425
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,FRONT ST,"41.31184289999999, -72.8890167",2019-07-12T09:06:00Z,FRI,8,19026992
ROBBERY,STREET/HIGHWAY/ALLEYWAY,133 POPLAR ST,"41.3054571, -72.8962919",2019-07-08T01:05:00Z,MON,8,19026449
BURGLARY,RESIDENCE/HOME,25 MYRON ST,"41.2651339, -72.89546120000001",2019-07-11T16:43:00Z,THU,9,19027036
LARCENY,RESIDENCE/HOME,121 LEXINGTON AVE,"41.300833, -72.88553499999999",2019-07-08T09:54:00Z,MON,9,19026484
LARCENY,STREET/HIGHWAY/ALLEYWAY,21 ESSEX ST,"41.317419, -72.87561699999999",2019-07-10T10:04:00Z,WED,9,19026757
LARCENY,RESIDENCE/HOME,171 LIGHTHOUSE RD,"41.2531842, -72.8987555",2019-07-12T09:26:00Z,FRI,9,19027134
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE,390 FOXON BLVD,"41.3208084, -72.8726454",2019-07-09T19:31:00Z,TUE,9,19026709
MOTOR VEHICLE THEFT,RESIDENCE/HOME,597 MIDDLETOWN AVE,"41.3316718, -72.87321709999999",2019-07-10T16:49:00Z,WED,9,19026874
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE,261 E GRAND AVE,"41.3048828, -72.8783315",2019-07-11T07:25:00Z,THU,9,19026927
AGGRAVATED ASSAULT,SPECIALITY STORE,418 WHALLEY AVE,"41.3180572, -72.9473139",2019-07-14T10:57:00Z,SUN,10,19027479
MOTOR VEHICLE THEFT,RESIDENCE/HOME,395 ELLSWORTH AVE,"41.3207213, -72.94598739999999",2019-07-09T08:53:00Z,TUE,10,19026615
ROBBERY,STREET/HIGHWAY/ALLEYWAY,WHALLEY AVE & SHERMAN AVE,"41.3166418, -72.9423794",2019-07-08T17:07:00Z,MON,10,19026547
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,84 ORANGE ST,"41.3049649, -72.9249621",2019-12-07T01:43:00Z,SAT,1,19049089
INTIMIDATION WITH A WEAPON,STREET/HIGHWAY/ALLEYWAY,260 CROWN ST,"41.3060583, -72.9306",2019-12-06T01:25:00Z,FRI,1,19048870
LARCENY,STREET/HIGHWAY/ALLEYWAY,214 WOOSTER ST,"41.3027452, -72.919226",2019-12-04T14:11:00Z,WED,1,19048640
LARCENY,PARKING LOT/GARAGE,275 S ORANGE ST,"41.302275, -72.925625",2019-12-05T10:41:00Z,THU,1,19048752
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,954 CHAPEL ST,"41.3067564, -72.92771359999999",2019-12-04T18:46:00Z,WED,1,19048694
LARCENY,STREET/HIGHWAY/ALLEYWAY,25 LONG HILL TER,"41.3275829, -72.9851849",2019-12-02T04:28:00Z,MON,2,19048321
BURGLARY,RESIDENCE/HOME,54 ADELINE ST,"41.2953959, -72.941153",2019-12-02T17:48:00Z,MON,3,19048408
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,180 HOWARD AVE,"41.2860323, -72.9313152",2019-12-04T06:21:00Z,WED,3,19048587
ROBBERY,STREET/HIGHWAY/ALLEYWAY,WASHINGTON AVE & PUTNA,"41.2948923, -72.9381638",2019-12-04T15:33:00Z,WED,3,19048650
AGGRAVATED ASSAULT,RESIDENCE/HOME,55 NORTON ST,"41.3125173, -72.9482884",2019-12-02T15:15:00Z,MON,4,19048369
LARCENY,PARKING LOT/GARAGE,30 WHALLEY AVE,"41.313067, -72.9336924",2019-12-08T11:31:00Z,SUN,4,19049243
MURDER,RESIDENCE/HOME,90 PARK ST,"41.3066024, -72.9356754",2019-12-03T19:12:00Z,TUE,4,19048551
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,20 YORK ST,"41.3044229, -72.93556629999999",2019-12-02T23:02:00Z,MON,5,19048440
LARCENY,STREET/HIGHWAY/ALLEYWAY,140 LEGION AVE,"41.3056536, -72.9407046",2019-12-07T22:03:00Z,SAT,5,19049194
MOTOR VEHICLE THEFT,RESIDENCE/HOME,6 ADAM CLAYTON PO,"41.31765350000001, -72.9310845",2019-12-03T08:25:00Z,TUE,6,19048469
BURGLARY,RESIDENCE/HOME,68 BISHOP ST,"41.3158401, -72.9131812",2019-12-04T08:17:00Z,WED,7,19048602
BURGLARY,RESIDENCE/HOME,40 SHELTON AVE,"41.32361, -72.93457099999999",2019-12-05T07:31:00Z,THU,7,19048739
BURGLARY,RESIDENCE/HOME,274 OGDEN ST,"41.3322775, -72.9183493",2019-12-07T07:01:00Z,SAT,7,19049102
LARCENY,PARKING LOT/GARAGE,1050 STATE ST,"41.3169114, -72.9073439",2019-12-04T19:35:00Z,WED,7,19048662
LARCENY,STREET/HIGHWAY/ALLEYWAY,826 ORANGE ST,"41.3230139, -72.91140469999999",2019-12-08T09:46:00Z,SUN,7,19049238
LARCENY,PARKING LOT/GARAGE,187 BRADLEY ST,"41.3130873, -72.9177916",2019-12-08T13:52:00Z,SUN,7,19049262
MOTOR VEHICLE THEFT,RESIDENCE/HOME,750 WHITNEY AVE,"41.3314381, -72.91383069999999",2019-12-05T10:31:00Z,THU,7,19048754
AGGRAVATED ASSAULT,CONVENIENCE STORE,STATE ST & MAY ST,"41.3193144, -72.8987697",2019-12-05T01:33:00Z,THU,7,19048727
BURGLARY,RESTAURANT,585 LOMBARD ST,"41.3144156, -72.9033872",2019-12-07T05:13:00Z,SAT,8,19049099
LARCENY,RESIDENCE/HOME,97 CHAPEL ST,"41.3043577, -72.89580389999999",2019-12-03T07:08:00Z,TUE,8,19048467
LARCENY,PARKING LOT/GARAGE,1 BREWERY SQ,"41.3039746, -72.8931839",2019-12-02T08:20:00Z,MON,8,19048329
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,371 GRAND AVE,"41.3086609, -72.9019023",2019-12-07T22:54:00Z,SAT,8,19049225
ROBBERY,PARKING LOT/GARAGE,184 BLATCHLEY AVE,"41.3067131, -72.8994068",2019-12-08T02:26:00Z,SUN,8,19049222
ROBBERY,STREET/HIGHWAY/ALLEYWAY,MALTBY PL & GRAND AVE,"41.3085319, -72.9021204",2019-12-02T19:09:00Z,MON,8,19048422
AGGRAVATED ASSAULT,PARKING LOT/GARAGE,1435 QUINNIPIAC AVE,"41.3248421, -72.86964859999999",2019-12-05T20:19:00Z,THU,9,19048849
BURGLARY,RESIDENCE/HOME,10 TERRACE ST,"41.2837588, -72.88956800000001",2019-12-06T18:38:00Z,FRI,9,19049037
LARCENY,RESIDENCE/HOME,9 TOWNSEND AVE,"41.25641359999999, -72.8907782",2019-12-02T15:44:00Z,MON,9,19048374
LARCENY,RESIDENCE/HOME,115 MORRIS AVE,"41.2537559, -72.896338",2019-12-04T04:04:00Z,WED,9,19048584
LARCENY,RESIDENCE/HOME,25 SHOREHAM RD,"41.2610827, -72.8927039",2019-12-06T08:55:00Z,FRI,9,19048888
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,273 RUSSELL ST,"41.2999549, -72.8805205",2019-12-02T09:33:00Z,MON,9,19048335
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,60 DONNA DR,"41.3266729, -72.8773095",2019-12-02T11:53:00Z,MON,9,19048358
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE,1423 QUINNIPIAC AVE,"41.32306, -72.870263",2019-12-05T17:06:00Z,THU,9,19048811
BURGLARY,RESIDENCE/HOME,293 NORTON ST,"41.3190521, -72.9449562",2019-12-04T09:44:00Z,WED,10,19048606
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,21 YOUNG ST,"41.3222349, -72.9515131",2019-12-04T11:27:00Z,WED,10,19048620
MOTOR VEHICLE THEFT,RESIDENCE/HOME,43 W PARK AVE,"41.3170541, -72.95433940000001",2019-12-04T23:13:00Z,WED,10,19048720
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE,283 BLAKE ST,"41.3272231, -72.95292479999999",2019-12-05T18:26:00Z,THU,10,19048824
